Time(s)	pixel_1_intensity
0.29795050621032715	249
1.248192310333252	251
2.200160026550293	249
3.4219865798950195	249
4.381901502609253	246
5.609028577804565	247
6.875062465667725	247
7.812376976013184	248
9.062068462371826	249
10.003753185272217	249
11.25007939338684	249
12.191319942474365	250
13.143436670303345	249
